ICD-9-CM CODE,CCS CATEGORY,CCS CATEGORY DESCRIPTION,ICD-9-CM CODE DESCRIPTION
91.96,206,Bacter smear,CELL BLK/PAP NOS
91.99,206,Bacter smear,MICRO EXAM NOS
92.14,207,Nuclear img bone,BONE SCAN
92.15,208,Nuclear img pulm,PULMONARY SCAN
92.01,209,Non img nuc probe,THYROID SCAN/ISOTOP FUNC
92.02,209,Non img nuc probe,LIVER SCAN/ISOTOPE FUNCT
92.03,209,Non img nuc probe,RENAL SCAN/ISOTOPE FUNCT
92.04,209,Non img nuc probe,GI SCAN & ISOTOPE FUNCT
92.05,209,Non img nuc probe,C-VASC SCAN/ISOTOP FUNCT
92.09,209,Non img nuc probe,OTHER ISOTOPE FUNCTION
92.11,210,Oth nuclear image,CEREBRAL SCAN
92.12,210,Oth nuclear image,HEAD SCAN NEC
92.13,210,Oth nuclear image,PARATHYROID SCAN
92.16,210,Oth nuclear image,LYMPHATIC SYSTEM SCAN
92.17,210,Oth nuclear image,PLACENTAL SCAN
92.18,210,Oth nuclear image,TOTAL BODY SCAN
92.19,210,Oth nuclear image,SCAN OF OTHER SITES
92.20,211,Radiation therapy,INF LIQUID BRACHY ISOTOP (Begin 2005)
92.21,211,Radiation therapy,SUPERFICIAL RADIATION
92.22,211,Radiation therapy,ORTHOVOLTAGE RADIATION
92.23,211,Radiation therapy,RADIOISOT TELERADIOTHER
92.24,211,Radiation therapy,TELERADIO (PROTONS) (Begin 1991)
92.25,211,Radiation therapy,ELECTRON TELERADIOTHERAP
92.26,211,Radiation therapy,PARTICUL TELERADIOTH NEC
92.27,211,Radiation therapy,RADIOACTIVE ELEM IMPLANT
92.28,211,Radiation therapy,ISOTOPE INJECT/INSTILL
92.29,211,Radiation therapy,RADIOTHERAPEUT PROC NEC
92.41,211,Radiation therapy,INTRA-OP ELECTRON RAD RX (Begin 2007)
93.01,212,Dx PT,FUNCTIONAL PT EVALUATION
93.02,212,Dx PT,ORTHOTIC EVALUATION
93.03,212,Dx PT,PROSTHETIC EVALUATION
93.04,212,Dx PT,MANUAL MUSCLE FUNCT TEST
93.05,212,Dx PT,RANGE OF MOTION TESTING
93.06,212,Dx PT,LIMB LENGTH MEASUREMENT
93.07,212,Dx PT,BODY MEASUREMENT
93.08,212,Dx PT,ELECTROMYOGRAPHY
93.09,212,Dx PT,OTHER DX PT PROCEDURE
93.11,213,PT,ASSISTING EXERCISE
93.12,213,PT,ACTIV MUSCULOSK EXER NEC
93.13,213,PT,RESISTIVE EXERCISE
93.14,213,PT,JOINT MOVEMENT TRAINING
93.15,213,PT,MOBILIZATION OF SPINE
93.16,213,PT,OTHER JOINT MOBILIZATION
93.17,213,PT,PASS MUSCULOSK EXER NEC
93.18,213,PT,PT BREATHING EXERCISE
93.19,213,PT,PT EXERCISE NEC
93.21,213,PT,MANUAL & MECHAN TRACTION
93.22,213,PT,AMBULAT & GAIT TRAINING
93.23,213,PT,ORTHOTIC DEVICE FITTING
93.24,213,PT,PROSTHET/ORTHOT TRAINING
93.25,213,PT,FORCED LIMB EXTENSION
93.26,213,PT,MANUAL RUPT JOINT ADHES
93.27,213,PT,MUSC OR TEND STRETCHING
93.28,213,PT,STRETCHING OF FASCIA
93.29,213,PT,FORCIB CORRECT DEFOR NEC
93.31,213,PT,ASSISTED POOL EXERCISE
93.32,213,PT,WHIRLPOOL TREATMENT
93.33,213,PT,OTHER HYDROTHERAPY
93.34,213,PT,DIATHERMY
93.35,213,PT,OTHER HEAT THERAPY
93.36,213,PT,CARDIAC RETRAINING
93.37,213,PT,PRENATAL TRAINING
93.38,213,PT,COMBINED PT NOS
93.39,213,PT,PHYSICAL THERAPY NEC
93.41,214,Traction,SPINE TRACT W SKULL DEV
93.42,214,Traction,OTHER SPINAL TRACTION
93.43,214,Traction,INTERMITT SKEL TRACTION
93.44,214,Traction,OTHER SKELETAL TRACTION
93.45,214,Traction,THOMAS SPLINT TRACTION
93.46,214,Traction,LIMB SKIN TRACTION NEC
93.51,214,Traction,PLASTER JACKET APPLICAT
93.52,214,Traction,NECK SUPPORT APPLICATION
93.53,214,Traction,OTHER CAST APPLICATION
93.54,214,Traction,APPLICATION OF SPLINT
93.55,214,Traction,DENTAL WIRING
93.56,214,Traction,PRESSURE DRESSING APPLIC
93.57,214,Traction,DRESSING OF WOUND NEC
93.58,214,Traction,PRESSURE TROUSER APPLICA
93.59,214,Traction,IMMOBILIZ/WOUND ATTN NEC
93.61,215,Ot PT/rehab,OMT FOR GEN-L MOBILIZAT
93.62,215,Ot PT/rehab,OMT WITH HI-VEL;LO-AMPLI
93.63,215,Ot PT/rehab,OMT WITH LO-VEL;HI-AMPLI
93.64,215,Ot PT/rehab,OMT WITH ISOTON;ISOMETRI
93.65,215,Ot PT/rehab,OMT WITH INDIRECT FORCES
93.66,215,Ot PT/rehab,OMT TO MOVE TISSUE FLUID
93.67,215,Ot PT/rehab,OSTEOPATH MANIPULAT NEC
93.71,215,Ot PT/rehab,DYSLEXIA TRAINING
93.72,215,Ot PT/rehab,DYSPHASIA TRAINING
93.73,215,Ot PT/rehab,ESOPHAG SPEECH TRAINING
93.74,215,Ot PT/rehab,SPEECH DEFECT TRAINING
93.75,215,Ot PT/rehab,OTHER SPEECH THERAPY
93.76,215,Ot PT/rehab,TRAINING IN LEAD DOG USE
93.77,215,Ot PT/rehab,BRAILLE OR MOON TRAINING
93.78,215,Ot PT/rehab,REHAB FOR THE BLIND NEC
93.81,215,Ot PT/rehab,RECREATIONAL THERAPY
93.82,215,Ot PT/rehab,EDUCATIONAL THERAPY
93.83,215,Ot PT/rehab,OCCUPATIONAL THERAPY
93.84,215,Ot PT/rehab,MUSIC THERAPY
93.85,215,Ot PT/rehab,VOCATIONAL REHABILITAT
93.89,215,Ot PT/rehab,REHABILITATION NEC
93.90,216,Mech ventil,CONT POS AIRWAY PRESSURE (Begin 1988)
93.92,216,Mech ventil,OTH MECH RESP ASSIST (Begin 1988 End 1991)
96.01,216,Mech ventil,INSERT NASOPHARYN AIRWAY
96.02,216,Mech ventil,INSERT OROPHARYN AIRWAY
96.03,216,Mech ventil,INSERT ESOPH OBTU AIRWAY
96.04,216,Mech ventil,INSERT ENDOTRACHEAL TUBE
96.05,216,Mech ventil,RESP TRACT INTUBAT NEC
96.70,216,Mech ventil,CONT MECH VENT-UNSPC DUR (Begin 1991)
96.71,216,Mech ventil,CONT MECH VENT < 96 HRS (Begin 1991)
96.72,216,Mech ventil,CONT MECH VENT 96+ HRS (Begin 1991)
93.91,217,Ot resp Rx,IPPB
93.94,217,Ot resp Rx,NEBULIZER THERAPY
93.96,217,Ot resp Rx,OXYGEN ENRICHMENT NEC
93.99,217,Ot resp Rx,OTHER RESP PROCEDURES
94.01,218,Psych Dx Rx,INTELLIGENCE TEST ADMIN
94.02,218,Psych Dx Rx,PSYCHOLOGIC TEST ADMINIS
94.03,218,Psych Dx Rx,CHARACTER ANALYSIS
94.08,218,Psych Dx Rx,PSYCHOL EVAL & TEST NEC
94.09,218,Psych Dx Rx,PSYCHOL MENTAL STAT NOS
94.11,218,Psych Dx Rx,PSYCHIAT MENTAL DETERMIN
94.12,218,Psych Dx Rx,ROUTINE PSYCHIAT VISIT
94.13,218,Psych Dx Rx,PSYCHIA COMMITMENT EVAL
94.19,218,Psych Dx Rx,PSYCHIA INTERV/EVAL NEC
94.21,218,Psych Dx Rx,NARCOANALYSIS
94.22,218,Psych Dx Rx,LITHIUM THERAPY
94.23,218,Psych Dx Rx,NEUROLEPTIC THERAPY
94.24,218,Psych Dx Rx,CHEMICAL SHOCK THERAPY
94.25,218,Psych Dx Rx,PSYCHIAT DRUG THERAP NEC
94.26,218,Psych Dx Rx,SUBCONVULSIVE EST
94.27,218,Psych Dx Rx,ELECTROSHOCK THERAPY NEC
94.29,218,Psych Dx Rx,PSYCHIATR SOMATOTHER NEC
94.31,218,Psych Dx Rx,PSYCHOANALYSIS
94.32,218,Psych Dx Rx,HYPNOTHERAPY
94.33,218,Psych Dx Rx,BEHAVIOR THERAPY
94.34,218,Psych Dx Rx,IND THERAP PSYCHSEX DYSF
94.35,218,Psych Dx Rx,CRISIS INTERVENTION
94.36,218,Psych Dx Rx,PLAY PSYCHOTHERAPY
94.37,218,Psych Dx Rx,EXPLOR VERBAL PSYCHOTHER
94.38,218,Psych Dx Rx,SUPPOR VERBAL PSYCHOTHER
94.39,218,Psych Dx Rx,INDIVID PSYCHOTHERAP NEC
94.41,218,Psych Dx Rx,GRP THERAP PSYCHSEX DYSF
94.42,218,Psych Dx Rx,FAMILY THERAPY
94.43,218,Psych Dx Rx,PSYCHODRAMA
94.44,218,Psych Dx Rx,OTHER GROUP THERAPY
94.45,218,Psych Dx Rx,DRUG ADDICT COUNSELLING
94.46,218,Psych Dx Rx,ALCOHOLISM COUNSELLING
94.49,218,Psych Dx Rx,OTHER COUNSELLING
94.51,218,Psych Dx Rx,REFERRAL FOR PSYCHOTHER
94.52,218,Psych Dx Rx,REFERRAL PSYCH AFTERCARE
94.53,218,Psych Dx Rx,REFERRAL ALCOHOL REHAB
94.54,218,Psych Dx Rx,REFERRAL FOR DRUG REHAB
94.55,218,Psych Dx Rx,REFERRAL VOCATION REHAB
94.59,218,Psych Dx Rx,REFERRAL PSYCH REHAB NEC
94.61,219,ETOH/drug Rx,ALCOHOL REHABILITATION (Begin 1989)
94.62,219,ETOH/drug Rx,ALCOHOL DETOXIFICATION (Begin 1989)
94.63,219,ETOH/drug Rx,ALCOHOL REHAB/DETOX (Begin 1989)
94.64,219,ETOH/drug Rx,DRUG REHABILITATION (Begin 1989)
94.65,219,ETOH/drug Rx,DRUG DETOXIFICATION (Begin 1989)
94.66,219,ETOH/drug Rx,DRUG REHAB/DETOX (Begin 1989)
94.67,219,ETOH/drug Rx,COMB ALCOHOL/DRUG REHAB (Begin 1989)
94.68,219,ETOH/drug Rx,COMB ALCOHOL/DRUG DETOX (Begin 1989)
94.69,219,ETOH/drug Rx,COMB ALCO/DRUG REHA/DETO (Begin 1989)
95.01,220,Eye/ear RxDx,LIMITED EYE EXAMINATION
95.02,220,Eye/ear RxDx,COMPREHENSIVE EYE EXAM
95.03,220,Eye/ear RxDx,EXTENDED OPHTHAL WORK-UP
95.04,220,Eye/ear RxDx,ANESTHETIZED EYE EXAM
95.05,220,Eye/ear RxDx,VISUAL FIELD STUDY
95.06,220,Eye/ear RxDx,COLOR VISION STUDY
95.07,220,Eye/ear RxDx,DARK ADAPTATION STUDY
95.09,220,Eye/ear RxDx,EYE EXAMINATION NOS
95.11,220,Eye/ear RxDx,FUNDUS PHOTOGRAPHY
95.12,220,Eye/ear RxDx,EYE FLUORESCEIN ANGIOGRA
95.13,220,Eye/ear RxDx,ULTRASOUND STUDY OF EYE
95.14,220,Eye/ear RxDx,X-RAY STUDY OF EYE
95.15,220,Eye/ear RxDx,OCULAR MOTILITY STUDY
95.16,220,Eye/ear RxDx,P32 & EYE TRACER NEC
95.21,220,Eye/ear RxDx,ELECTRORETINOGRAM
95.22,220,Eye/ear RxDx,ELECTRO-OCULOGRAM
95.23,220,Eye/ear RxDx,VISUAL EVOKED POTENTIAL
95.24,220,Eye/ear RxDx,ELECTRONYSTAGMOGRAM
95.25,220,Eye/ear RxDx,ELECTROMYOGRAM OF EYE
95.26,220,Eye/ear RxDx,GLAUCOMA TESTING
95.31,220,Eye/ear RxDx,SPECTACLE FIT & DISPENSE
95.32,220,Eye/ear RxDx,PERSCR/FIT/DISP CONTACTS
95.33,220,Eye/ear RxDx,OTH LO VISION AID DISPEN
95.34,220,Eye/ear RxDx,OCULAR PROSTHETICS
95.35,220,Eye/ear RxDx,ORTHOPTIC TRAINING
95.36,220,Eye/ear RxDx,OPHTH COUNSEL & INSTRUCT
95.41,220,Eye/ear RxDx,AUDIOMETRY
95.42,220,Eye/ear RxDx,CLINICAL HEARING TEST
95.43,220,Eye/ear RxDx,AUDIOLOGICAL EVALUATION
95.44,220,Eye/ear RxDx,CLIN VESTIBUL FUNCT TEST
95.45,220,Eye/ear RxDx,ROTATION TESTS
95.46,220,Eye/ear RxDx,AUDIT & VESTIB TEST NEC
95.47,220,Eye/ear RxDx,HEARING EXAMINATION NOS
95.48,220,Eye/ear RxDx,FITTING OF HEARING AID
95.49,220,Eye/ear RxDx,NON-OP HEARING PROC NEC
96.07,221,NG tube,INSERT GASTRIC TUBE NEC
99.00,222,Blood transf,PERIOP AUTOLOG BLD TRANS (Begin 1995)
99.01,222,Blood transf,EXCHANGE TRANSFUSION
99.02,222,Blood transf,WHOLE BLOOD AUTOTRANSFUS
99.03,222,Blood transf,WHOLE BLOOD TRANSFUS NEC
99.04,222,Blood transf,PACKED CELL TRANSFUSION
99.05,222,Blood transf,PLATELET TRANSFUSION
99.06,222,Blood transf,COAG FACTOR TRANSFUSION
99.07,222,Blood transf,SERUM TRANSFUSION NEC
99.08,222,Blood transf,BLOOD EXPANDER TRANSFUS
99.09,222,Blood transf,TRANSFUSION NEC
96.6,223,Ent nutritio,ENTRAL INFUS NUTRIT SUB (Begin 1986)
99.15,223,Ent nutritio,PARENT INFUS NUTRIT SUB (Begin 1986)
00.10,224,CA chemoRx,IMPLANTATION OF CHEMOTHERAPEUTIC AGENT (Begin 2002)
00.15,224,CA chemoRx,HIGH-DOSE INFUSION INTERLEUKIN-2 (IL-2) (Begin 2003)
17.70,224,CA chemoRx,IV infusion clofarabine (Begin 2009)
99.25,224,CA chemoRx,INJECT CA CHEMOTHER NEC
99.28,224,CA chemoRx,ANTINEOPLASTIC IMMUNOTHERAPY (Begin 1994)
99.60,225,Convert rhyt,CARDIOPULM RESUSCITA NOS
99.61,225,Convert rhyt,ATRIAL CARDIOVERSION
99.62,225,Convert rhyt,HEART COUNTERSHOCK NEC
99.63,225,Convert rhyt,CLOSED CHEST CARD MASSAG
99.64,225,Convert rhyt,CAROTID SINUS STIUMLAT
99.69,225,Convert rhyt,CARDIAC RHYTHM CONV NEC
00.33,226,Ot Dx rad,CAS W FLUOROSCOPY (Begin 2004)
00.34,226,Ot Dx rad,IMAGELESS COMP ASST SURG (Begin 2004)
00.35,226,Ot Dx rad,CAS W MULTIPLE DATASETS (Begin 2004)
00.39,226,Ot Dx rad,OTHER CAS (Begin 2004)
38.23,226,Ot Dx rad,INTRAVASCLR SPECTROSCOPY (Begin 2008)
38.24,226,Ot Dx rad,Intravas img cor ves OCT (Begin 2009)
38.25,226,Ot Dx rad,Intravas img non-cor OCT (Begin 2009)
87.01,226,Ot Dx rad,PNEUMOENCEPHALOGRAM
87.02,226,Ot Dx rad,BRAIN/SKULL CONTRST XRAY
87.04,226,Ot Dx rad,HEAD TOMOGRAPHY NEC
87.05,226,Ot Dx rad,CONTRAST DACRYOCYSTOGRAM
87.06,226,Ot Dx rad,NASOPHARY CONTRAST X-RAY
87.07,226,Ot Dx rad,CONTRAST LARYNGOGRAM
87.08,226,Ot Dx rad,CERVICAL LYMPHANGIOGRAM
87.09,226,Ot Dx rad,HEAD SOFT TISS X-RAY NEC
87.11,226,Ot Dx rad,FULL-MOUTH X-RAY
87.12,226,Ot Dx rad,DENTAL X-RAY NEC
87.13,226,Ot Dx rad,TM CONTRAST ARTHROGRAM
87.14,226,Ot Dx rad,CONTRAST X-RAY OF ORBIT
87.15,226,Ot Dx rad,CONTRAST X-RAY OF SINUS
87.16,226,Ot Dx rad,FACIAL BONE X-RAY NEC
87.17,226,Ot Dx rad,SKULL X-RAY NEC
87.22,226,Ot Dx rad,CERVICAL SPINE X-RAY NEC
87.23,226,Ot Dx rad,THORACIC SPINE X-RAY NEC
87.24,226,Ot Dx rad,LUMBOSAC SPINE X-RAY NEC
87.29,226,Ot Dx rad,SPINAL X-RAY NEC
87.31,226,Ot Dx rad,ENDOTRACHEAL BRONCHOGRAM
87.32,226,Ot Dx rad,CONTRAST BRONCHOGRAM NEC
87.33,226,Ot Dx rad,MEDIASTINAL PNEUMOGRAM
87.34,226,Ot Dx rad,INTRATHOR LYMPHANGIOGRAM
87.35,226,Ot Dx rad,CONTR MAMMARY DUCTOGRAM
87.38,226,Ot Dx rad,CHEST WALL SINOGRAM
87.39,226,Ot Dx rad,THORAX SFT TISS XRAY NEC
87.42,226,Ot Dx rad,THORACIC TOMOGRAPHY NEC
87.43,226,Ot Dx rad,RIB/STERNUM/CLAVIC X-RAY
87.49,226,Ot Dx rad,CHEST X-RAY NEC
87.51,226,Ot Dx rad,PERC HEPAT CHOLANGIOGRAM
87.52,226,Ot Dx rad,INTRAVEN CHOLANGIOGRAM
87.54,226,Ot Dx rad,CHOLANGIOGRAM NEC
87.59,226,Ot Dx rad,BILIARY TRACT X-RAY NEC
87.63,226,Ot Dx rad,SMALL BOWEL SERIES
87.65,226,Ot Dx rad,INTESTINAL X-RAY NEC
87.66,226,Ot Dx rad,CONTRAST PANCREATOGRAM
87.69,226,Ot Dx rad,DIGESTIVE TRACT XRAY NEC
87.72,226,Ot Dx rad,NEPHROTOMOGRAM NEC
87.74,226,Ot Dx rad,RETROGRADE PYELOGRAM
87.75,226,Ot Dx rad,PERCUTANEOUS PYELOGRAM
87.76,226,Ot Dx rad,RETROGR CYSTOURETHROGRAM
87.77,226,Ot Dx rad,CYSTOGRAM NEC
87.78,226,Ot Dx rad,ILEAL CONDUITOGRAM
87.79,226,Ot Dx rad,URINARY SYSTEM X-RAY NEC
87.81,226,Ot Dx rad,X-RAY OF GRAVID UTERUS
87.82,226,Ot Dx rad,GAS HYSTEROSALPINGOGRAM
87.83,226,Ot Dx rad,DYE HYSTEROSALPINGOGRAM
87.84,226,Ot Dx rad,PERCUTANEOUS HYSTEROGRAM
87.85,226,Ot Dx rad,TUBE & UTERUS X-RAY NEC
87.89,226,Ot Dx rad,FEMALE GENITAL X-RAY NEC
87.91,226,Ot Dx rad,CONTR SEMIN VESICULOGRAM
87.92,226,Ot Dx rad,PROSTAT/SEM VES XRAY NEC
87.93,226,Ot Dx rad,CONTRAST EPIDIDYMOGRAM
87.94,226,Ot Dx rad,CONTRAST VASOGRAM
87.95,226,Ot Dx rad,EPIDIDYMIS/VAS X-RAY NEC
87.99,226,Ot Dx rad,MALE GENITAL X-RAY NEC
88.02,226,Ot Dx rad,ABDOMINAL TOMOGRAPHY NEC
88.03,226,Ot Dx rad,ABDOMINAL WALL SINOGRAM
88.04,226,Ot Dx rad,ABDOMINAL LYMPHANGIOGRAM
88.09,226,Ot Dx rad,ABDOMINAL WALL X-RAY NEC
88.11,226,Ot Dx rad,PELVIC DYE CONTRAST XRAY
88.12,226,Ot Dx rad,PELVIC GAS CONTRAST XRAY
88.13,226,Ot Dx rad,PERITON PNEUMOGRAM NEC
88.14,226,Ot Dx rad,RETROPERITON FISTULOGRAM
88.15,226,Ot Dx rad,RETROPERITON PNEUMOGRAM
88.16,226,Ot Dx rad,RETROPERITONEAL XRAY NEC
88.19,226,Ot Dx rad,ABDOMINAL X-RAY NEC
88.21,226,Ot Dx rad,SKL XRAY-SHOULDER/UP ARM
88.22,226,Ot Dx rad,SKEL XRAY-ELBOW/FOREARM
88.23,226,Ot Dx rad,SKEL XRAY-WRIST & HAND
88.24,226,Ot Dx rad,SKEL XRAY-UPPER LIMB NOS
88.25,226,Ot Dx rad,PELVIMETRY
88.26,226,Ot Dx rad,SKEL XRAY-PELVIS/HIP NEC
88.27,226,Ot Dx rad,SKEL XRAY-THIGH/KNEE/LEG
88.28,226,Ot Dx rad,SKEL XRAY-ANKLE & FOOT
88.29,226,Ot Dx rad,SKEL XRAY-LOWER LIMB NOS
88.31,226,Ot Dx rad,SKELETAL SERIES X-RAY
88.32,226,Ot Dx rad,CONTRAST ARTHROGRAM
88.33,226,Ot Dx rad,OTHER SKELETAL X-RAY
88.34,226,Ot Dx rad,UPPER LIMB LYMPHANGIOGRM
88.35,226,Ot Dx rad,UP LIMB SFT TIS XRAY NEC
88.36,226,Ot Dx rad,LOWER LIMB LYMPHANGIOGRM
88.37,226,Ot Dx rad,LO LIMB SFT TIS XRAY NEC
88.39,226,Ot Dx rad,X-RAY NEC & NOS
88.59,226,Ot Dx rad,INTRA-OP FLUOR VASC ANGI (Begin 2007)
88.81,226,Ot Dx rad,CEREBRAL THERMOGRAPHY
88.82,226,Ot Dx rad,OCULAR THERMOGRAPHY
88.83,226,Ot Dx rad,BONE THERMOGRAPHY
88.84,226,Ot Dx rad,MUSCLE THERMOGRAPHY
88.85,226,Ot Dx rad,BREAST THERMOGRAPHY
88.86,226,Ot Dx rad,BLOOD VESSEL THERMOGRAPH
88.89,226,Ot Dx rad,THERMOGRAPHY NEC
88.90,226,Ot Dx rad,DIAGNOSTIC IMAGING NOS (Begin 1986)
88.98,226,Ot Dx rad,BONE MINERAL DENSITY (Begin 1989)
00.58,227,Oth diag procs,INS INTRA-ANSM PRES MNTR (Begin 2008)
00.59,227,Oth diag procs,INTRAVASC MSMNT COR ART (Begin 2008)
00.67,227,Oth diag procs,INTRAVAS MSMNT THORC ART (Begin 2008)
00.68,227,Oth diag procs,INTRAVAS MSMT PERIPH ART (Begin 2008)
00.69,227,Oth diag procs,INTRAVS MSMT VES NEC/NOS (Begin 2008)
89.01,227,Oth diag procs,BRIEF INTERVIEW & EVALUA
89.02,227,Oth diag procs,LIMITED INTERVIEW/EVALUA
89.03,227,Oth diag procs,COMPREHEN INTERVIEW/EVAL
89.04,227,Oth diag procs,INTERVIEW & EVALUAT NEC
89.05,227,Oth diag procs,INTERVIEW & EVALUAT NOS
89.06,227,Oth diag procs,LIMITED CONSULTATION
89.07,227,Oth diag procs,COMPREHENSIVE CONSULTAT
89.08,227,Oth diag procs,CONSULTATION NEC
89.09,227,Oth diag procs,CONSULTATION NOS
89.10,227,Oth diag procs,INTRACAROT AMOBARB TEST (Begin 1989)
89.11,227,Oth diag procs,TONOMETRY
89.12,227,Oth diag procs,NASAL FUNCTION STUDY
89.13,227,Oth diag procs,NEUROLOGIC EXAMINATION
89.15,227,Oth diag procs,NEUROLOGIC FUNC TEST NEC
89.16,227,Oth diag procs,SKULL TRANSILLUMINAT
89.17,227,Oth diag procs,POLYSOMNOGRAM (Begin 1988)
89.18,227,Oth diag procs,OTH SLEEP DIS FUNCT TEST (Begin 1988)
89.19,227,Oth diag procs,VIDEO/RADIO EEG MONITOR (Begin 1989)
89.21,227,Oth diag procs,URINARY MANOMETRY
89.22,227,Oth diag procs,CYSTOMETROGRAM
89.23,227,Oth diag procs,URETHRAL SPHINCTER EMG
89.24,227,Oth diag procs,UROFLOWMETRY
89.25,227,Oth diag procs,URETHRAL PRESSURE PROFIL
89.26,227,Oth diag procs,GYNECOLOGIC EXAMINATION
89.31,227,Oth diag procs,DENTAL EXAMINATION
89.32,227,Oth diag procs,ESOPHAGEAL MANOMETRY
89.33,227,Oth diag procs,DIGITAL ENTEROSTOMY EXAM
89.34,227,Oth diag procs,DIGITAL RECTAL EXAM
89.35,227,Oth diag procs,NASAL SINUS TRANSILLUMIN
89.36,227,Oth diag procs,MANUAL EXAM OF BREAST
89.37,227,Oth diag procs,VITAL CAPACITY DETERMIN
89.38,227,Oth diag procs,RESPIRATORY MEASURE NEC
89.39,227,Oth diag procs,NONOPERATIVE EXAMS NEC
89.45,227,Oth diag procs,PACEMAKER RATE CHECK
89.46,227,Oth diag procs,PACEMAKER WAVE FORM CHCK
89.47,227,Oth diag procs,PACEMAKER IMPEDANCE CHCK
89.48,227,Oth diag procs,PACEMAKER VOLT THRESHOLD
89.49,227,Oth diag procs,PACEMAKER SLEW RATE CHCK (Begin 2004 End 1992)
89.50,227,Oth diag procs,AMBU CARDIAC MONITORING (Begin 1991)
89.53,227,Oth diag procs,VECTORCARDIOGRAM
89.55,227,Oth diag procs,PHONOCARDIOGRAM
89.56,227,Oth diag procs,CAROTID PULSE TRACING
89.57,227,Oth diag procs,APEXCARDIOGRAM
89.58,227,Oth diag procs,PLETHYSMOGRAM
89.59,227,Oth diag procs,NONOP CARDIAC/VASC EXAM
89.61,227,Oth diag procs,ARTERIAL PRESSURE MONIT
89.62,227,Oth diag procs,CVP MONITORING
89.63,227,Oth diag procs,PULMON ART PRESS MONITOR
89.66,227,Oth diag procs,MIX VENOUS BLD GAS MEAS
89.67,227,Oth diag procs,OXYGEN CONSUMPTION MONIT
89.68,227,Oth diag procs,MON CAR OUTPUT (DIL TECH)- (Begin 1989)
89.69,227,Oth diag procs,CORONARY BLD FLOW MONIT
89.7,227,Oth diag procs,GENERAL PHYSICAL EXAM
89.8,227,Oth diag procs,AUTOPSY
99.31,228,Vaccinations,CHOLERA VACCINATION
99.32,228,Vaccinations,TYPHOID/PARATYPHOID VACC
99.33,228,Vaccinations,TUBERCULOSIS VACCINATION
99.34,228,Vaccinations,PLAGUE VACCINATION
99.35,228,Vaccinations,TULAREMIA VACCINATION
99.36,228,Vaccinations,DIPHTHERIA TOXOID ADMIN
99.37,228,Vaccinations,PERTUSSIS VACCINATION
99.38,228,Vaccinations,TETANUS TOXOID ADMINIST
99.39,228,Vaccinations,DPT ADMINISTRATION
99.41,228,Vaccinations,POLIO VACCINE ADMINISTRA
99.42,228,Vaccinations,SMALLPOX VACCINATION
99.43,228,Vaccinations,YELLOW FEVER VACCINATION
99.44,228,Vaccinations,RABIES VACCINATION
99.45,228,Vaccinations,MEASLES VACCINATION
99.46,228,Vaccinations,MUMPS VACCINATION
99.47,228,Vaccinations,RUBELLA VACCINATION
99.48,228,Vaccinations,MMR ADMINISTRATION
99.51,228,Vaccinations,COMMON COLD VACCINATION
99.52,228,Vaccinations,INFLUENZA VACCINATION
99.53,228,Vaccinations,ARBOVIRUS ENCEPH VACCIN
99.54,228,Vaccinations,ARBOVIRUS VACCINAT NEC
99.55,228,Vaccinations,VACCINATION NEC
99.56,228,Vaccinations,TETANUS ANTITOXIN ADMINI
99.57,228,Vaccinations,BOTULISM ANTITOXIN ADMIN
99.58,228,Vaccinations,ANTITOXIN ADMINISTRA NEC
99.59,228,Vaccinations,VACCINATION/INNOCULA NEC
98.01,229,nOR forn bod,REMOV INTRALUM MOUTH FB
98.02,229,nOR forn bod,REMOV INTRALUM ESOPH FB
98.03,229,nOR forn bod,REMOV INTRALUM GASTR FB
98.04,229,nOR forn bod,REMOV INTRALUM COLON FB
98.05,229,nOR forn bod,REMOV INTRALUM RECT FB
98.11,229,nOR forn bod,REMOV INTRALUM EAR FB
98.12,229,nOR forn bod,REMOV INTRALUM NOSE FB
98.13,229,nOR forn bod,REMOV INTRALUM PHARYN FB
98.14,229,nOR forn bod,REMOV INTRALUM LARYN FB
98.15,229,nOR forn bod,REMOV INTRALUM TRACH FB
98.16,229,nOR forn bod,REMOV INTRALUM UTER FB
98.17,229,nOR forn bod,REMOV INTRALUM VAG FB
98.18,229,nOR forn bod,REMOV INTRALUM STOMA FB
98.19,229,nOR forn bod,REMOVE INTRALUM URETH FB
98.20,229,nOR forn bod,REMOVAL OF FB NOS
98.21,229,nOR forn bod,REMOVAL SUPERFIC FB EYE
98.22,229,nOR forn bod,REMOVAL HEAD/NECK FB
98.23,229,nOR forn bod,REMOVAL VULVAR FB
98.24,229,nOR forn bod,REMOVAL SCROTAL/PENIS FB
98.25,229,nOR forn bod,REMOVAL TRUNK FB NEC
98.26,229,nOR forn bod,REMOVAL FB FROM HAND
98.27,229,nOR forn bod,REMOVAL FB FROM ARM
98.28,229,nOR forn bod,REMOVAL FB FROM FOOT
98.29,229,nOR forn bod,REMOVAL FB FROM LEG
98.52,230,Ot lithotrip,ESWL GB/BILE DUCT (Begin 1989)
98.59,230,Ot lithotrip,ESWL OTHER SITES (Begin 1989)
00.01,231,Ot Rx procs,THERAP ULTRASOUND OF HEAD AND NECK (Begin 2002)
00.02,231,Ot Rx procs,THERAPEUTIC ULTRASOUND OF HEART (Begin 2002)
